county,make,month,model_year,vehicle_count
Island,FORD,8,2016,10
Island,FORD,8,2017,9
Island,FORD,9,2013,11
Island,FORD,9,2014,8
Island,FORD,9,2015,7
Island,FORD,9,2016,10
Island,FORD,9,2017,8
Island,FORD,9,2018,2
Island,FORD,9,2019,2
Island,FORD,10,2013,7
Island,FORD,10,2014,13
Island,FORD,10,2015,8
Island,FORD,10,2016,4
Island,FORD,10,2018,2
Island,FORD,11,2000,2
Island,FORD,11,2013,5
Island,FORD,11,2014,13
Island,FORD,11,2015,8
Island,FORD,11,2016,4
Island,FORD,11,2017,5
Island,FORD,12,2013,8
Island,FORD,12,2014,6
Island,FORD,12,2015,13
Island,FORD,12,2016,5
Island,FORD,12,2017,7
Island,FORD,12,2018,2
Island,HONDA,1,2018,5
Island,HONDA,1,2019,2
Island,HONDA,2,2018,1
Island,HONDA,3,2018,3
Island,HONDA,3,2020,2
Island,HONDA,4,2018,2
Island,HONDA,4,2021,2
Island,HONDA,5,2018,2
Island,HONDA,5,2020,1
Island,HONDA,7,2020,2
Island,HONDA,8,2018,4
Island,HONDA,9,2018,2
Island,HONDA,10,2018,1
Island,HONDA,11,2014,1
Island,HONDA,12,2014,3
Island,HONDA,12,2018,3
Island,HYUNDAI,1,2016,10
Island,HYUNDAI,1,2020,2
Island,HYUNDAI,2,2016,6
Island,HYUNDAI,2,2020,7
Island,HYUNDAI,3,2016,4
Island,HYUNDAI,3,2020,5
Island,HYUNDAI,4,2016,2
Island,HYUNDAI,4,2020,1
Island,HYUNDAI,4,2021,4
Island,HYUNDAI,5,2016,7
Island,HYUNDAI,5,2020,2
Island,HYUNDAI,5,2021,4
Island,HYUNDAI,6,2016,2
Island,HYUNDAI,7,2016,2
Island,HYUNDAI,7,2018,2
Island,HYUNDAI,8,2016,9
Island,HYUNDAI,8,2018,1
Island,HYUNDAI,9,2016,3
Island,HYUNDAI,10,2016,9
Island,HYUNDAI,11,2016,9
Island,HYUNDAI,11,2019,1
Island,HYUNDAI,12,2016,6
Island,HYUNDAI,12,2019,2
Island,JAGUAR,1,2019,2
Island,JAGUAR,3,2020,2
Island,JAGUAR,5,2019,1
Island,JAGUAR,6,2019,2
Island,JAGUAR,7,2019,2
Island,JEEP,5,2021,2
Island,KIA,1,2016,16
Island,KIA,1,2017,4
Island,KIA,1,2018,1
Island,KIA,1,2019,9
Island,KIA,2,2017,11
Island,KIA,2,2018,4
Island,KIA,2,2019,5
Island,KIA,3,2016,1
Island,KIA,3,2017,16
Island,KIA,3,2018,2
Island,KIA,3,2019,3
Island,KIA,3,2020,2
Island,KIA,4,2017,14
Island,KIA,4,2018,4
Island,KIA,4,2019,3
Island,KIA,4,2020,4
Island,KIA,5,2016,2
Island,KIA,5,2017,7
Island,KIA,5,2019,4
Island,KIA,5,2020,5
Island,KIA,6,2016,2
Island,KIA,6,2017,8
Island,KIA,6,2019,4
Island,KIA,7,2016,5
Island,KIA,7,2017,8
Island,KIA,7,2019,5
Island,KIA,7,2020,2
Island,KIA,8,2016,2
Island,KIA,8,2017,11
Island,KIA,8,2018,1
Island,KIA,8,2019,4
Island,KIA,9,2016,5
Island,KIA,9,2017,12
Island,KIA,9,2019,4
Island,KIA,9,2020,4
Island,KIA,10,2016,2
Island,KIA,10,2017,7
Island,KIA,10,2018,3
Island,KIA,10,2019,5
Island,KIA,11,2017,5
Island,KIA,11,2018,2
Island,KIA,11,2019,9
Island,KIA,12,2016,9
Island,KIA,12,2017,8
Island,KIA,12,2018,1
Island,KIA,12,2019,13
Island,KIA,12,2020,2
Island,MERCEDES-BENZ,1,2016,3
Island,MERCEDES-BENZ,1,2018,2
Island,MERCEDES-BENZ,2,2015,2
Island,MERCEDES-BENZ,2,2016,2
Island,MERCEDES-BENZ,3,2016,2
Island,MERCEDES-BENZ,4,2017,1
Island,MERCEDES-BENZ,6,2017,2
Island,MERCEDES-BENZ,10,2018,1
Island,MERCEDES-BENZ,11,2015,2
Island,MERCEDES-BENZ,11,2018,1
Island,MINI,2,2019,2
Island,MINI,5,2021,1
Island,MINI,5,2022,2
Island,MINI,7,2021,2
Island,MINI,10,2021,2
Island,MINI,11,2021,2
Island,MITSUBISHI,1,2012,2
Island,MITSUBISHI,2,2012,2
Island,MITSUBISHI,2,2018,1
Island,MITSUBISHI,3,2012,5
Island,MITSUBISHI,3,2018,1
Island,MITSUBISHI,4,2012,3
Island,MITSUBISHI,4,2018,5
Island,MITSUBISHI,4,2019,1
Island,MITSUBISHI,5,2012,3
Island,MITSUBISHI,5,2019,1
Island,MITSUBISHI,6,2014,3
Island,MITSUBISHI,6,2018,2
Island,MITSUBISHI,6,2019,2
Island,MITSUBISHI,8,2012,1
Island,MITSUBISHI,8,2018,1
Island,MITSUBISHI,9,2012,3
Island,MITSUBISHI,9,2018,2
Island,MITSUBISHI,10,2018,2
Island,MITSUBISHI,11,2012,3
Island,MITSUBISHI,11,2018,2
Island,MITSUBISHI,12,2012,7
Island,MITSUBISHI,12,2020,2
Island,NISSAN,1,2012,4
Island,NISSAN,1,2013,18
Island,NISSAN,1,2014,10
Island,NISSAN,1,2015,14
Island,NISSAN,1,2016,21
Island,NISSAN,1,2017,2
Island,NISSAN,1,2018,4
Island,NISSAN,1,2019,1
Island,NISSAN,1,2020,2
Island,NISSAN,2,2011,7
Island,NISSAN,2,2012,1
Island,NISSAN,2,2013,14
Island,NISSAN,2,2014,4
Island,NISSAN,2,2015,12
Island,NISSAN,2,2016,8
Island,NISSAN,2,2018,5
Island,NISSAN,2,2019,4
Island,NISSAN,2,2020,4
Island,NISSAN,3,2011,15
Island,NISSAN,3,2012,3
Island,NISSAN,3,2013,28
Island,NISSAN,3,2014,9
Island,NISSAN,3,2015,8
Island,NISSAN,3,2016,6
Island,NISSAN,3,2017,7
Island,NISSAN,3,2018,3
Island,NISSAN,3,2019,10
Island,NISSAN,3,2020,2
Island,NISSAN,3,2021,4
Island,NISSAN,4,2011,10
Island,NISSAN,4,2012,6
Island,NISSAN,4,2013,34
Island,NISSAN,4,2014,17
Island,NISSAN,4,2015,2
Island,NISSAN,4,2016,6
Island,NISSAN,4,2017,4
Island,NISSAN,4,2018,9
Island,NISSAN,4,2019,3
Island,NISSAN,5,2011,14
Island,NISSAN,5,2012,7
Island,NISSAN,5,2013,23
Island,NISSAN,5,2014,7
Island,NISSAN,5,2015,1
Island,NISSAN,5,2016,10
Island,NISSAN,5,2017,4
Island,NISSAN,5,2018,11
Island,NISSAN,5,2019,3
Island,NISSAN,5,2021,2
Island,NISSAN,6,2011,14
Island,NISSAN,6,2012,11
Island,NISSAN,6,2013,13
Island,NISSAN,6,2014,8
Island,NISSAN,6,2015,2
Island,NISSAN,6,2016,7
Island,NISSAN,6,2017,3
Island,NISSAN,6,2018,10
Island,NISSAN,7,2011,14
Island,NISSAN,7,2012,2
Island,NISSAN,7,2013,27
Island,NISSAN,7,2014,5
Island,NISSAN,7,2015,2
Island,NISSAN,7,2016,7
Island,NISSAN,7,2017,2
Island,NISSAN,7,2018,3
Island,NISSAN,7,2019,4
Island,NISSAN,8,2011,13
Island,NISSAN,8,2012,3
Island,NISSAN,8,2013,29
Island,NISSAN,8,2014,2
Island,NISSAN,8,2015,8
Island,NISSAN,8,2016,5
Island,NISSAN,8,2017,4
Island,NISSAN,8,2018,3
Island,NISSAN,8,2019,3
Island,NISSAN,9,2011,8
Island,NISSAN,9,2012,3
Island,NISSAN,9,2013,11
Island,NISSAN,9,2014,3
Island,NISSAN,9,2015,15
Island,NISSAN,9,2016,8
Island,NISSAN,9,2017,13
Island,NISSAN,9,2019,5
Island,NISSAN,10,2011,7
Island,NISSAN,10,2012,7
Island,NISSAN,10,2013,19
Island,NISSAN,10,2014,2
Island,NISSAN,10,2015,14
Island,NISSAN,10,2016,6
Island,NISSAN,10,2017,9
Island,NISSAN,10,2018,1
Island,NISSAN,10,2019,8
Island,NISSAN,11,2011,2
Island,NISSAN,11,2012,5
Island,NISSAN,11,2013,10
Island,NISSAN,11,2015,11
Island,NISSAN,11,2016,4
Island,NISSAN,11,2017,3
Island,NISSAN,11,2018,1
Island,NISSAN,11,2019,5
Island,NISSAN,11,2020,2
Island,NISSAN,12,2011,1
Island,NISSAN,12,2013,14
Island,NISSAN,12,2014,3
Island,NISSAN,12,2015,23
Island,NISSAN,12,2016,15
Island,NISSAN,12,2017,2
Island,NISSAN,12,2018,3
Island,NISSAN,12,2019,4
Island,NISSAN,12,2020,4
Island,PORSCHE,2,2015,2
Island,PORSCHE,2,2019,1
Island,PORSCHE,9,2019,4
Island,PORSCHE,11,2020,2
Island,SMART,2,2015,4
Island,SMART,3,2015,2
Island,SMART,4,2015,2
Island,SMART,6,2013,2
Island,SMART,6,2015,1
Island,SMART,7,2015,2
Island,SMART,8,2015,2
Island,SMART,11,2014,1
Island,SMART,11,2015,2
Island,SMART,12,2015,2
Island,TESLA,1,2012,3
Island,TESLA,1,2013,6
Island,TESLA,1,2014,1
Island,TESLA,1,2015,9
Island,TESLA,1,2016,1
Island,TESLA,1,2017,14
Island,TESLA,1,2018,29
Island,TESLA,1,2019,9
Island,TESLA,1,2020,36
Island,TESLA,1,2021,28
Island,TESLA,2,2008,4
Island,TESLA,2,2012,1
Island,TESLA,2,2013,3
Island,TESLA,2,2014,5
Island,TESLA,2,2015,15
Island,TESLA,2,2016,7
Island,TESLA,2,2017,5
Island,TESLA,2,2018,24
Island,TESLA,2,2019,6
Island,TESLA,2,2020,6
Island,TESLA,2,2021,20
Island,TESLA,3,2012,5
Island,TESLA,3,2013,10
Island,TESLA,3,2014,2
Island,TESLA,3,2015,25
Island,TESLA,3,2016,17
Island,TESLA,3,2017,5
Island,TESLA,3,2018,14
Island,TESLA,3,2019,7
Island,TESLA,3,2020,14
Island,TESLA,3,2021,4
Island,TESLA,4,2013,17
Island,TESLA,4,2015,32
Island,TESLA,4,2016,12
Island,TESLA,4,2017,8
Island,TESLA,4,2018,17
Island,TESLA,4,2019,25
Island,TESLA,4,2020,16
Island,TESLA,4,2021,22
Island,TESLA,5,2011,5
Island,TESLA,5,2013,9
Island,TESLA,5,2015,15
Island,TESLA,5,2016,9
Island,TESLA,5,2017,4
Island,TESLA,5,2018,19
Island,TESLA,5,2019,18
Island,TESLA,5,2020,10
Island,TESLA,5,2021,14
Island,TESLA,6,2008,1
Island,TESLA,6,2013,20
Island,TESLA,6,2014,1
Island,TESLA,6,2015,7
Island,TESLA,6,2016,9
Island,TESLA,6,2017,4
Island,TESLA,6,2018,21
Island,TESLA,6,2019,7
Island,TESLA,6,2020,6
Island,TESLA,7,2013,10
Island,TESLA,7,2014,3
Island,TESLA,7,2015,9
Island,TESLA,7,2016,10
Island,TESLA,7,2017,4
Island,TESLA,7,2018,23
Island,TESLA,7,2019,16
Island,TESLA,7,2020,18
Island,TESLA,8,2013,9
Island,TESLA,8,2014,7
Island,TESLA,8,2015,4
Island,TESLA,8,2016,5
Island,TESLA,8,2017,6
Island,TESLA,8,2018,25
Island,TESLA,8,2019,13
Island,TESLA,8,2020,4
Island,TESLA,9,2012,7
Island,TESLA,9,2013,7
Island,TESLA,9,2014,3
Island,TESLA,9,2015,11
Island,TESLA,9,2016,9
Island,TESLA,9,2017,6
Island,TESLA,9,2018,48
Island,TESLA,9,2019,19
Island,TESLA,9,2020,8
Island,TESLA,10,2012,5
Island,TESLA,10,2013,2
Island,TESLA,10,2014,3
Island,TESLA,10,2015,9
Island,TESLA,10,2016,11
Island,TESLA,10,2017,9
Island,TESLA,10,2018,56
Island,TESLA,10,2019,21
Island,TESLA,10,2020,20
Island,TESLA,11,2012,1
Island,TESLA,11,2013,3
Island,TESLA,11,2014,5
Island,TESLA,11,2015,8
Island,TESLA,11,2016,2
Island,TESLA,11,2017,10
Island,TESLA,11,2018,50
Island,TESLA,11,2019,1
Island,TESLA,11,2020,22
Island,TESLA,12,2010,4
Island,TESLA,12,2012,4
Island,TESLA,12,2013,15
Island,TESLA,12,2014,8
Island,TESLA,12,2015,11
Island,TESLA,12,2016,5
Island,TESLA,12,2017,10
Island,TESLA,12,2018,39
Island,TESLA,12,2019,1
Island,TESLA,12,2020,33
Island,TESLA,12,2021,22
Island,TOYOTA,1,2012,6
Island,TOYOTA,1,2013,3
Island,TOYOTA,1,2017,10
Island,TOYOTA,1,2018,5
Island,TOYOTA,1,2020,2
Island,TOYOTA,1,2021,2
Island,TOYOTA,2,2012,8
Island,TOYOTA,2,2013,6
Island,TOYOTA,2,2017,6
Island,TOYOTA,2,2021,2
Island,TOYOTA,3,2012,9
Island,TOYOTA,3,2013,4
Island,TOYOTA,3,2017,10
Island,TOYOTA,3,2018,2
Island,TOYOTA,3,2020,2
Island,TOYOTA,4,2012,5
Island,TOYOTA,4,2013,2
Island,TOYOTA,4,2017,5
Island,TOYOTA,4,2018,8
Island,TOYOTA,5,2012,4
Island,TOYOTA,5,2013,6
Island,TOYOTA,5,2017,3
Island,TOYOTA,5,2018,3
Island,TOYOTA,5,2021,4
Island,TOYOTA,6,2012,8
Island,TOYOTA,6,2013,4
Island,TOYOTA,6,2017,5
Island,TOYOTA,6,2018,8
Island,TOYOTA,7,2012,23
Island,TOYOTA,7,2013,2
Island,TOYOTA,7,2017,9
Island,TOYOTA,7,2018,6
Island,TOYOTA,8,2012,9
Island,TOYOTA,8,2013,1
Island,TOYOTA,8,2017,14
Island,TOYOTA,8,2018,14
Island,TOYOTA,9,2012,1
Island,TOYOTA,9,2013,5
Island,TOYOTA,9,2015,2
Island,TOYOTA,9,2017,3
Island,TOYOTA,9,2018,6
Island,TOYOTA,9,2020,1
Island,TOYOTA,10,2012,2
Island,TOYOTA,10,2013,6
Island,TOYOTA,10,2015,4
Island,TOYOTA,10,2017,1
Island,TOYOTA,10,2018,7
Island,TOYOTA,10,2020,4
Island,TOYOTA,11,2013,2
Island,TOYOTA,11,2017,5
Island,TOYOTA,11,2018,10
Island,TOYOTA,12,2012,1
Island,TOYOTA,12,2013,5
Island,TOYOTA,12,2017,3
Island,TOYOTA,12,2018,5
Island,TOYOTA,12,2020,1
Island,VOLKSWAGEN,1,2015,2
Island,VOLKSWAGEN,1,2019,3
Island,VOLKSWAGEN,2,2019,1
Island,VOLKSWAGEN,3,2015,2
Island,VOLKSWAGEN,3,2019,3
Island,VOLKSWAGEN,4,2015,2
Island,VOLKSWAGEN,4,2019,3
Island,VOLKSWAGEN,5,2016,2
Island,VOLKSWAGEN,5,2019,5
Island,VOLKSWAGEN,5,2021,4
Island,VOLKSWAGEN,8,2015,3
Island,VOLKSWAGEN,8,2019,2
Island,VOLKSWAGEN,9,2015,3
Island,VOLKSWAGEN,10,2015,1
Island,VOLKSWAGEN,10,2016,1
Island,VOLKSWAGEN,11,2015,3
Island,VOLKSWAGEN,11,2016,2
Island,VOLKSWAGEN,12,2015,2
Island,VOLKSWAGEN,12,2016,3
Island,VOLKSWAGEN,12,2019,1
Island,VOLVO,1,2017,4
Island,VOLVO,1,2018,1
Island,VOLVO,2,2018,4
Island,VOLVO,3,2016,1
Island,VOLVO,3,2018,2
Island,VOLVO,4,2016,3
Island,VOLVO,4,2017,1
Island,VOLVO,5,2016,1
Island,VOLVO,5,2017,1
Island,VOLVO,5,2021,2
Island,VOLVO,6,2016,2
Island,VOLVO,8,2018,1
Island,VOLVO,9,2017,2
Island,VOLVO,9,2019,3
Island,VOLVO,12,2017,1
Island,VOLVO,12,2018,2
Island,VOLVO,12,2019,2
King,AUDI,1,2016,83
King,AUDI,1,2017,71
King,AUDI,1,2018,61
King,AUDI,1,2019,72
King,AUDI,1,2020,32
King,AUDI,1,2021,68
King,AUDI,2,2016,137
King,AUDI,2,2017,82
King,AUDI,2,2018,38
King,AUDI,2,2019,55
King,AUDI,2,2020,42
King,AUDI,2,2021,45
King,AUDI,3,2016,115
King,AUDI,3,2017,88
King,AUDI,3,2018,43
King,AUDI,3,2019,68
King,AUDI,3,2020,70
King,AUDI,3,2021,72
King,AUDI,4,2016,95
King,AUDI,4,2017,89
King,AUDI,4,2018,52
King,AUDI,4,2019,42
King,AUDI,4,2020,28
King,AUDI,4,2021,101
King,AUDI,5,2016,94
King,AUDI,5,2017,48
King,AUDI,5,2018,50
King,AUDI,5,2019,70
King,AUDI,5,2020,27
King,AUDI,5,2021,100
King,AUDI,6,2016,76
King,AUDI,6,2017,48
King,AUDI,6,2018,40
King,AUDI,6,2019,80
King,AUDI,6,2020,20
King,AUDI,7,2016,84
King,AUDI,7,2017,71
King,AUDI,7,2018,29
King,AUDI,7,2019,85
King,AUDI,7,2020,26
King,AUDI,8,2016,72
King,AUDI,8,2017,60
King,AUDI,8,2018,33
King,AUDI,8,2019,113
King,AUDI,8,2020,18
King,AUDI,9,2016,57
King,AUDI,9,2017,37
King,AUDI,9,2018,31
King,AUDI,9,2019,68
King,AUDI,9,2020,30
King,AUDI,10,2016,46
King,AUDI,10,2017,59
King,AUDI,10,2018,50
King,AUDI,10,2019,76
King,AUDI,10,2020,25
King,AUDI,11,2016,34
King,AUDI,11,2017,54
King,AUDI,11,2018,41
King,AUDI,11,2019,71
King,AUDI,11,2020,24
King,AUDI,11,2021,8
King,AUDI,12,2016,77
King,AUDI,12,2017,76
King,AUDI,12,2018,43
King,AUDI,12,2019,49
King,AUDI,12,2020,21
King,AUDI,12,2021,32
King,AZURE DYNAMICS,1,2011,4
King,AZURE DYNAMICS,1,2012,2
King,AZURE DYNAMICS,2,2011,6
King,AZURE DYNAMICS,3,2011,2
King,AZURE DYNAMICS,4,2011,2
King,AZURE DYNAMICS,4,2012,1
King,AZURE DYNAMICS,6,2012,2
King,AZURE DYNAMICS,9,2011,3
King,AZURE DYNAMICS,10,2011,1
King,AZURE DYNAMICS,11,2011,9
King,AZURE DYNAMICS,12,2011,11
King,AZURE DYNAMICS,12,2012,2
King,BMW,1,2014,286
King,BMW,1,2015,292
King,BMW,1,2016,119
King,BMW,1,2017,299
King,BMW,1,2018,184
King,BMW,1,2019,75
King,BMW,1,2020,8
King,BMW,1,2021,92
King,BMW,2,2014,307
King,BMW,2,2015,185
King,BMW,2,2016,107
King,BMW,2,2017,239
King,BMW,2,2018,119
King,BMW,2,2019,32
King,BMW,2,2020,5
King,BMW,2,2021,41
King,BMW,3,2014,509
King,BMW,3,2015,147
King,BMW,3,2016,110
King,BMW,3,2017,238
King,BMW,3,2018,110
King,BMW,3,2019,34
King,BMW,3,2020,7
King,BMW,3,2021,71
King,BMW,4,2014,331
King,BMW,4,2015,156
King,BMW,4,2016,137
King,BMW,4,2017,209
King,BMW,4,2018,145
King,BMW,4,2019,53
King,BMW,4,2020,29
King,BMW,4,2021,60
King,BMW,5,2014,265
King,BMW,5,2015,130
King,BMW,5,2016,178
King,BMW,5,2017,201
King,BMW,5,2018,181
King,BMW,5,2019,71
King,BMW,5,2020,22
King,BMW,5,2021,73
King,BMW,6,2014,235
King,BMW,6,2015,159
King,BMW,6,2016,162
King,BMW,6,2017,220
King,BMW,6,2018,97
King,BMW,6,2019,29
King,BMW,6,2020,24
King,BMW,7,2014,187
King,BMW,7,2015,172
King,BMW,7,2016,186
King,BMW,7,2017,228
King,BMW,7,2018,101
King,BMW,7,2019,31
King,BMW,7,2020,8
King,BMW,8,2014,240
King,BMW,8,2015,209
King,BMW,8,2016,258
King,BMW,8,2017,172
King,BMW,8,2018,155
King,BMW,8,2019,60
King,BMW,8,2020,28
King,BMW,8,2021,14
King,BMW,9,2014,230
King,BMW,9,2015,228
King,BMW,9,2016,189
King,BMW,9,2017,221
King,BMW,9,2018,150
King,BMW,9,2019,51
King,BMW,9,2020,42
King,BMW,9,2021,18
King,BMW,10,2014,288
King,BMW,10,2015,248
King,BMW,10,2016,127
King,BMW,10,2017,258
King,BMW,10,2018,186
King,BMW,10,2019,70
King,BMW,10,2020,48
King,BMW,10,2021,43
King,BMW,11,2014,232
King,BMW,11,2015,243
King,BMW,11,2016,135
King,BMW,11,2017,199
King,BMW,11,2018,156
King,BMW,11,2019,59
King,BMW,11,2020,10
King,BMW,11,2021,34
King,BMW,12,2014,221
King,BMW,12,2015,214
King,BMW,12,2016,113
King,BMW,12,2017,267
King,BMW,12,2018,187
King,BMW,12,2019,51
King,BMW,12,2020,9
King,BMW,12,2021,58
King,CADILLAC,1,2014,10
King,CADILLAC,1,2016,4
King,CADILLAC,1,2017,3
King,CADILLAC,2,2014,16
King,CADILLAC,2,2016,5
King,CADILLAC,2,2017,3
King,CADILLAC,3,2014,20
King,CADILLAC,3,2016,10
King,CADILLAC,3,2017,3
King,CADILLAC,3,2018,2
King,CADILLAC,4,2014,32
King,CADILLAC,4,2016,13
King,CADILLAC,4,2018,2
King,CADILLAC,5,2014,25
King,CADILLAC,5,2016,12
King,CADILLAC,5,2018,5
King,CADILLAC,6,2014,13
King,CADILLAC,6,2016,6
King,CADILLAC,6,2018,3
King,CADILLAC,7,2014,18
King,CADILLAC,7,2018,2
King,CADILLAC,8,2014,16
King,CADILLAC,9,2014,21
King,CADILLAC,9,2017,1
King,CADILLAC,9,2018,8
King,CADILLAC,10,2014,17
King,CADILLAC,10,2016,2
King,CADILLAC,10,2018,2
King,CADILLAC,11,2014,14
King,CADILLAC,11,2016,2
King,CADILLAC,11,2017,1
King,CADILLAC,12,2014,33
King,CADILLAC,12,2017,3
King,CADILLAC,12,2018,2
King,CHEVROLET,1,1997,1
King,CHEVROLET,1,2011,25
King,CHEVROLET,1,2012,166
King,CHEVROLET,1,2013,356
King,CHEVROLET,1,2014,257
King,CHEVROLET,1,2015,77
King,CHEVROLET,1,2016,57
King,CHEVROLET,1,2017,702
King,CHEVROLET,1,2018,230
King,CHEVROLET,1,2019,234
King,CHEVROLET,1,2020,144
King,CHEVROLET,2,2011,41
King,CHEVROLET,2,2012,138
King,CHEVROLET,2,2013,284
King,CHEVROLET,2,2014,152
King,CHEVROLET,2,2015,74
King,CHEVROLET,2,2016,27
King,CHEVROLET,2,2017,491
King,CHEVROLET,2,2018,181
King,CHEVROLET,2,2019,120
King,CHEVROLET,2,2020,165
King,CHEVROLET,2,2021,2
King,CHEVROLET,3,2011,36
King,CHEVROLET,3,2012,217
King,CHEVROLET,3,2013,248
King,CHEVROLET,3,2014,197
King,CHEVROLET,3,2015,91
King,CHEVROLET,3,2016,39
King,CHEVROLET,3,2017,633
King,CHEVROLET,3,2018,312
King,CHEVROLET,3,2019,162
King,CHEVROLET,3,2020,189
King,CHEVROLET,3,2021,18
King,CHEVROLET,4,1997,1
King,CHEVROLET,4,2011,42
King,CHEVROLET,4,2012,169
King,CHEVROLET,4,2013,271
King,CHEVROLET,4,2014,200
King,CHEVROLET,4,2015,88
King,CHEVROLET,4,2016,35
King,CHEVROLET,4,2017,568
King,CHEVROLET,4,2018,337
King,CHEVROLET,4,2019,204
King,CHEVROLET,4,2020,113
King,CHEVROLET,4,2021,80
King,CHEVROLET,5,1997,1
King,CHEVROLET,5,2011,53
King,CHEVROLET,5,2012,203
King,CHEVROLET,5,2013,242
King,CHEVROLET,5,2014,200
King,CHEVROLET,5,2015,83
King,CHEVROLET,5,2016,50
King,CHEVROLET,5,2017,608
King,CHEVROLET,5,2018,303
King,CHEVROLET,5,2019,125
King,CHEVROLET,5,2020,81
King,CHEVROLET,5,2021,100
King,CHEVROLET,6,2011,45
King,CHEVROLET,6,2012,204
King,CHEVROLET,6,2013,249
King,CHEVROLET,6,2014,174
King,CHEVROLET,6,2015,81
King,CHEVROLET,6,2016,25
King,CHEVROLET,6,2017,535
King,CHEVROLET,6,2018,140
King,CHEVROLET,6,2019,91
King,CHEVROLET,6,2020,26
King,CHEVROLET,7,2011,31
King,CHEVROLET,7,2012,233
King,CHEVROLET,7,2013,281
King,CHEVROLET,7,2014,274
King,CHEVROLET,7,2015,86
King,CHEVROLET,7,2016,39
King,CHEVROLET,7,2017,492
King,CHEVROLET,7,2018,151
King,CHEVROLET,7,2019,95
King,CHEVROLET,7,2020,68
King,CHEVROLET,8,1998,5
King,CHEVROLET,8,2011,38
King,CHEVROLET,8,2012,236
King,CHEVROLET,8,2013,332
King,CHEVROLET,8,2014,235
King,CHEVROLET,8,2015,104
King,CHEVROLET,8,2016,60
King,CHEVROLET,8,2017,630
King,CHEVROLET,8,2018,141
King,CHEVROLET,8,2019,94
King,CHEVROLET,8,2020,24
King,CHEVROLET,9,1997,5
King,CHEVROLET,9,1998,3
King,CHEVROLET,9,2011,41
King,CHEVROLET,9,2012,229
King,CHEVROLET,9,2013,385
King,CHEVROLET,9,2014,202
King,CHEVROLET,9,2015,120
King,CHEVROLET,9,2016,41
King,CHEVROLET,9,2017,615
King,CHEVROLET,9,2018,160
King,CHEVROLET,9,2019,177
King,CHEVROLET,9,2020,67
King,CHEVROLET,10,1997,2
King,CHEVROLET,10,1998,1
King,CHEVROLET,10,2011,36
King,CHEVROLET,10,2012,246
King,CHEVROLET,10,2013,458
King,CHEVROLET,10,2014,224
King,CHEVROLET,10,2015,80
King,CHEVROLET,10,2016,37
King,CHEVROLET,10,2017,766
King,CHEVROLET,10,2018,163
King,CHEVROLET,10,2019,240
King,CHEVROLET,10,2020,121
King,CHEVROLET,11,1997,3
King,CHEVROLET,11,2011,26
King,CHEVROLET,11,2012,184
King,CHEVROLET,11,2013,367
King,CHEVROLET,11,2014,271
King,CHEVROLET,11,2015,93
King,CHEVROLET,11,2016,28
King,CHEVROLET,11,2017,670
King,CHEVROLET,11,2018,160
King,CHEVROLET,11,2019,214
King,CHEVROLET,11,2020,65
King,CHEVROLET,12,1997,6
King,CHEVROLET,12,2011,9
King,CHEVROLET,12,2012,186
King,CHEVROLET,12,2013,411
King,CHEVROLET,12,2014,261
King,CHEVROLET,12,2015,83
King,CHEVROLET,12,2016,35
King,CHEVROLET,12,2017,718
King,CHEVROLET,12,2018,245
King,CHEVROLET,12,2019,247
King,CHEVROLET,12,2020,74
King,CHRYSLER,1,2017,10
King,CHRYSLER,1,2018,136
King,CHRYSLER,1,2019,15
King,CHRYSLER,1,2020,50
King,CHRYSLER,1,2021,4
King,CHRYSLER,2,2017,1
King,CHRYSLER,2,2018,100
King,CHRYSLER,2,2019,10
King,CHRYSLER,2,2020,35
King,CHRYSLER,2,2021,12
King,CHRYSLER,3,2017,6
King,CHRYSLER,3,2018,128
King,CHRYSLER,3,2019,22
King,CHRYSLER,3,2020,27
King,CHRYSLER,3,2021,36
King,CHRYSLER,4,2017,45
King,CHRYSLER,4,2018,131
King,CHRYSLER,4,2019,20
King,CHRYSLER,4,2020,20
King,CHRYSLER,4,2021,54
King,CHRYSLER,5,2017,29
King,CHRYSLER,5,2018,123
King,CHRYSLER,5,2019,36
King,CHRYSLER,5,2020,7
King,CHRYSLER,5,2021,60
King,CHRYSLER,6,2017,34
King,CHRYSLER,6,2018,99
King,CHRYSLER,6,2019,14
King,CHRYSLER,6,2020,20
King,CHRYSLER,7,2017,12
King,CHRYSLER,7,2018,65
King,CHRYSLER,7,2019,32
King,CHRYSLER,7,2020,8
King,CHRYSLER,8,2017,24
King,CHRYSLER,8,2018,83
King,CHRYSLER,8,2019,17
King,CHRYSLER,8,2020,12
King,CHRYSLER,9,2017,27
King,CHRYSLER,9,2018,75
King,CHRYSLER,9,2019,16
King,CHRYSLER,9,2020,25
King,CHRYSLER,10,2017,22
King,CHRYSLER,10,2018,93
King,CHRYSLER,10,2019,8
King,CHRYSLER,10,2020,29
King,CHRYSLER,11,2017,19
King,CHRYSLER,11,2018,87
King,CHRYSLER,11,2019,14
King,CHRYSLER,11,2020,33
King,CHRYSLER,12,2017,16
King,CHRYSLER,12,2018,121
King,CHRYSLER,12,2019,22
King,CHRYSLER,12,2020,47
King,DODGE,6,1994,2
King,DODGE,7,1994,1
King,FIAT,1,2013,44
King,FIAT,1,2014,17
King,FIAT,1,2015,90
King,FIAT,1,2016,21
