Category,PMID,Title,Authors,Year,Abstract,Title Length,Abstract Length,Link
Neurology,40175988,"Priorities and expectations of researchers, funders, patients and the public regarding equity in medical research and funding: results from the PERSPECT qualitative study.","Ramkumar R, Betzner WR, Cristall N, Drozdowska BA, Fladt J, Jaroenngarmsamer T, McDonough R, Goyal M, Ganesh A",2025,"BACKGROUND: Considerations of equity in funding and conduct of medical research are receiving greater attention. However, perspectives of diverse stakeholder groups on this topic are poorly characterized. Our study aimed to further understand broad stakeholder perspectives and priorities regarding inequities in medical research and funding, including implications for international collaborations with low-and middle-income countries (LMICs).
METHODS: Participants were recruited through purposive and snowball sampling. We employed a qualitative descriptive methodology embedded in an interpretive grounded theory framework. This approach involved in-depth, semi-structured interviews with researchers, funders, patients, and members of the public. Participants were asked to discuss their perspectives on the current state of equity in medical research and funding. Collected data were analyzed using constant comparison, open-coding, and theme identification to generate a substantive theory.
RESULTS: We conducted 41 interviews involving 11 researchers, 10 funders, 10 patients, and 10 members of the public. Participants perceived several inequities within research participation, funding opportunities, topic prioritization, and lack of international collaborations inclusive of LMICs. Potential strategies to address these inequities were also identified. Through participants' perspectives, we developed a central theory that addressing inequities in medical research and funding can promote collaborative spaces and produce greater research impact for society, regardless of demographics, socioeconomic status, and geographical residence. While we gained diverse perspectives from four distinct stakeholder groups, our primary limitation was that participants in our study were predominantly from Canada and the United States.
CONCLUSIONS: Participants perceived various inequities in the funding and conduct of medical research. Our findings were primarily captured from participants living in Canada and the United States. However, we were able to gain insights of challenges and potential solutions through their diverse perspectives, and we are optimistic that sustaining efforts to mitigate medical research and funding inequities will help accelerate and broaden the societal impact of medical research within and across countries, including in LMICs.",171,2368,https://pubmed.ncbi.nlm.nih.gov/40175988/
Neurology,40175973,Pyoderma gangrenosum in a patient with multiple sclerosis under natalizumab treatment: a case report.,"Kohandel K, Ala S, Tamizifar B, Karaminia M, Sahraian M",2025,"BACKGROUND: Pyoderma Gangrenosum (PG) is often considered an immune-mediated disease. Up to 50% of PG cases - a rare, non-infectious inflammatory skin disease characterized by painful necrotic ulcers -are associated with underlying systemic diseases like Rheumatoid Arthritis (RA), and Inflammatory Bowel Disease (IBD), moreover with monoclonal antibody therapy.
CASE PRESENTATION: We described a 38-year-old female patient with multiple sclerosis (MS) who was treated for three years with Natalizumab. Myalgia, fever, and erythematous plaques accompanied by painful lesions in both upper extremities manifested with the fifteenth dosage of NTZ. After comprehensive testing and a Magnetic Resonance Imaging (MRI) scan, we excluded other systemic diseases and a recurrence of multiple sclerosis, respectively. After consulting a dermatologist, a skin biopsy was performed, and pathology report confirmed PG. Eventually, the lesions began to heal after stopping NTZ injection without receiving any dermatological care.
CONCLUSION: Based on PG incidence, it was associated with some medications like Rituximab and Ocrelizumab, on the other hand, after discontinuation of NTZ the lesions started to heal even without dermatological treatment. In our situation, it is conceivable that NTZ injection, and PG incidence are connected.",101,1326,https://pubmed.ncbi.nlm.nih.gov/40175973/
Neurology,40175934,The effect of patient-centered empowerment program through telenursing on self-management in people with multiple sclerosis: a double-blinded randomized clinical trial.,"Bayat F, Negarandeh R, Pashaeypoor S",2025,"BACKGROUND: Multiple sclerosis (MS) is a chronic disease that presents individuals with various caregiving challenges, making their empowerment based on their real needs essential. The aim of this study was to determine the impact of a patient-centered empowerment program through telenursing on the self-management of people with multiple sclerosis (PwMS).
METHODS: The present study was a double-blinded, randomized clinical trial conducted on 90 PwMS attending MS Society using a convenience sampling method with random block allocation. The inclusion criteria were a definite diagnosis of MS for at least 6 months, age range of 18 to 60 years, ability to use a telephone and smartphone, no other physical or mental illnesses, and no cognitive or psychological disorders based on self-report and patient records. Additionally, the participants who were not able to continue the intervention due to reasons such as fatigue, unwillingness, or hospitalization could not follow the study. The tools used included a demographic questionnaire and the Multiple Sclerosis Self-Management Scale (Healthcare Provider Relationship and Communication, Treatment Adherence/Barriers, Social/Family Support, MS Knowledge and Information, and Health Maintenance Behavior). The research intervention involved providing an empowerment program through 5 telenursing sessions over 4 weeks, with the number of sessions varying based on each person's needs. Data analysis was performed using SPSS software version 26.
RESULTS: In this study, data from 90 individuals with MS were analyzed. Findings indicated that the majority of the study participants were female (62.2%) and married (55.6%). The results indicated no significant differences in the mean scores of self-management and its relevant subscales, between the two groups before the intervention (P > 0.05). However, after the intervention, the mean scores showed a significant difference in the intervention group compared to the control group in terms of self-management index (91.62 ± 11.14 vs. 88.51 ± 11.27), and subscales of MS Knowledge and Information (15.82 ± 1.28 vs. 14.89 ± 2.4) and Health Maintenance Behavior (15.27 ± 2.87 vs. 14.84 ± 3.37) (P < 0.05). The calculated effect size indicates a medium effect (Cohen's d = 0.56).
CONCLUSION: Empowering PwMS, focusing on their unique needs and delivering it through telenursing, can be an effective method in enhancing their self-management capabilities. Therefore, it is recommended that healthcare providers in chronic diseases prioritize patient empowerment based on individual needs.
CLINICAL TRIAL REGISTRATION: This research was registered (13-09-2021) in the https://irct.behdasht.gov.ir with registration number: IRCT20210824052281N1.",168,2742,https://pubmed.ncbi.nlm.nih.gov/40175934/
Neurology,40175894,Intrathecal interleukin-6 levels are associated with progressive disease and clinical severity in multiple sclerosis.,"Itorralba J, Brand-Arzamendi K, Saab G, Muccilli A, Schneider R",2025,"BACKGROUND: MS is characterized by persistent central nervous system (CNS) inflammation. Investigating the CNS-compartmentalized inflammation associated with progressive MS could uncover new biomarkers and therapeutic targets. Cerebrospinal fluid (CSF) interleukin-6 (IL-6) can be markedly elevated in neuroinflammatory conditions, such as neuromyelitis optica spectrum disorder and myelin oligodendrocyte glycoprotein antibody-associated disease. This study investigated the association between CSF IL-6 levels, progressive disease, and disease severity in MS.
METHODS: Advanced technologies, including single-molecule arrays and microfluidics, were used to analyse CSF samples from individuals with MS at the time of diagnosis for IL-6. IL-6 levels were then correlated with clinical course, disease severity, and other known biomarkers associated with inflammation and disease severity.
RESULTS: Elevated IL-6 levels in the CSF were found in individuals with progressive MS, and CSF IL-6 showed positive correlations with the Expanded Disability Status Scale, the Multiple Sclerosis Severity Score, and CSF glial fibrillary acidic protein levels.
CONCLUSIONS: IL-6 in CSF indicates ongoing CNS inflammation and may contribute to the compartmentalized inflammation associated with disease progression and overall disease severity.",117,1332,https://pubmed.ncbi.nlm.nih.gov/40175894/
COVID-19,40176165,Immunoadsorption study Mainz in adults with post-COVID syndrome (IAMPOCO)-a single-blinded sham-controlled crossover trial to evaluate the effect of immunoadsorption on post-COVID syndrome.,"Stortz M, Klimpke P, Kommer A, Gründer P, Steenken L, Dresel C, Kraus D, Schmidtmann I, Weinmann A, Weinmann-Menke J",2025,"BACKGROUND: Post-COVID syndrome (PCS) affects up to 43% of all SARS-CoV-2-infected persons and describes ongoing symptoms months after the acute infection. Despite the large number of affected people, there is still very little evidence about therapeutic options. Some studies suggest at least partially a role of autoantibody-mediated autoimmunity. Immunoadsorption is an extracorporeal therapy to remove circulating antibodies which is used successfully in several autoimmune diseases. We conceived the IAMPOCO trial to evaluate the therapeutic effect of immunoadsorption in patients with PCS.
METHODS: IAMPOCO is a single-center randomized sham-controlled trial with a crossover design which will enroll 40 participants with PCS and a symptom severity of at least 2 on post-COVID functional scale. All participants will undergo 5 immunoadsorption treatments and after a washout period of 8 weeks 5 sham treatments or vice versa. Which modality is conducted first will be randomized. Patients but not providers of therapy are blinded for which modality is conducted. Primary outcome is the efficacy of IA to the severity of PCS measured by the change of several symptom scores and hand grip strength. Secondary outcomes are the frequency of adverse events and the prevalence of relevant autoantibodies in participants with PCS as well as the concentration of autoantibodies before and after therapy and sham treatment.
DISCUSSION: The trial addresses the lack of evidence for treatment options in PCS. By using a crossover design and including a sham treatment arm, the study aims to compare the effects of immunoadsorption and sham therapy within the same patients. The trial also benefits from recruiting participants from a cohort study on PCS prevalence, ensuring a thorough evaluation of symptoms. Objective assessments of symptoms are challenging due to their subjective nature, but various scoring systems and tests are being utilized. Despite the lack of data from RCTs, the results of this study have the potential to significantly improve PCS therapy and support evidence-based treatment decisions.
TRIAL REGISTRATION: ClinicalTrials.gov NCT05841498. Registered on May 3, 2023.",189,2189,https://pubmed.ncbi.nlm.nih.gov/40176165/
COVID-19,40176134,Health in Kerala: exploring achievements and remaining challenges of health systems reform using an equity lens.,"D HS, Thekkumakara Surendran A, Gaitonde R, Nambiar D",2025,"BACKGROUND: The southern Indian state of Kerala is often regarded as a global model for its impressive health outcomes at a low cost. While the state consistently invests in healthcare and showcases remarkable health indicators, disparities persist, particularly among underserved populations who experience poorer health outcomes. This special issue focuses on research work that examines health equity in the region.
METHODS: Following an open call for the collection featuring research studies focusing on health equity in Kerala in 2022, we received 29 submissions; four editors handled the submissions, and after peer review, nine articles were finally published as part of the special issue.
RESULTS: The final collection has nine articles which include studies describing health system efforts and user experiences about the control of tuberculosis, two evaluations of Universal Health Coverage (UHC) reforms in the state, a commentary on challenges faced by transgender persons in accessing gender-affirming medical care, two qualitative studies that span the UHC reform process and policies through the lens of a marginalized section of society, a case study on rabies death and a cross-sectional analysis characterizing the impact of COVID 19 pandemic in the mental health of school children.
CONCLUSION: The special issue contributes to the growing body of literature around health equity in Kerala and India and documents key challenges that plague the state health system like persisting access issues to seek necessary care, lack of acknowledgment of important social determinants in policies, absence of targeted interventions for underserved communities, and shortcomings in engaging with the private sector - that continue to plague the journey of moving towards Universal Health Coverage (UHC). The findings suggest that custom made policies are required to address the specific health needs of underserved population rather than a doing ""more of same"" approach.",112,1980,https://pubmed.ncbi.nlm.nih.gov/40176134/
COVID-19,40176049,Heme-induced lung injury in human precision cut lung slices: a new model for acute lung injury.,"Kewalramani N, Machahua C, Marti TM, Zandbergen C, Chortarea S, Beretta-Piccoli J, von Garnier C, Dorn P, Fytianos K, Funke-Chambour M",2025,"BACKGROUND: Acute respiratory distress syndrome (ARDS) causes high mortality and has no specific pharmacological treatment. Scarcity of drugs against ARDS is in part due to the lack of models for ARDS. As raised serum heme levels are associated with higher mortality in patients with ARDS, we hypothesised that circulating heme contributes to ARDS pathology and can induce lung injury resembling human disease. We aimed to develop a new model for acute lung injury and ARDS research with heme-induced injury in human precision cut lung slices (PCLS).
METHODS: We analysed heme and its degrading enzymes along with inflammatory cytokines in patients with coronavirus disease 2019 (COVID-19) and ARDS compared to healthy adult subjects. In PCLS, we studied effects of heme on cell survival, membrane integrity, the transcriptome by gene expression and the proteome by protein expression analysis or ELISA. We also tested synergistical effects with lipopolysaccharide (LPS) on cell survival in addition to heme to simulate bacterial infection.
RESULTS: Patients with COVID-19 and ARDS had increased serum levels of heme and heme oxygenase 1 (HO-1) compared to controls. In PCLS, heme induced cell death in a dose-dependent manner, stimulated pro-inflammatory and injury signals and triggered changes to the extracellular matrix (ECM). Comparative analyses of the lung transcriptomic and proteomic signatures revealed 27 common markers (log2 fold change greater than 1, at adjusted (adj) p-value < 0.05 significant), most of which were inflammatory. Similar inflammatory cytokines were raised in blood from patients with COVID-19 and ARDS compared to controls. LPS did not increase cytotoxicity in addition to heme.
CONCLUSION: Heme induced inflammatory cytokine release and cell death in human PCLS, resembling the patterns observed in blood samples from patients with COVID-19 and ARDS. Thus, heme-stimulated PCLS represent a novel ex vivo model for mechanistic studies for acute lung injury and ARDS.",95,1999,https://pubmed.ncbi.nlm.nih.gov/40176049/
COVID-19,40176038,Burden of non-COVID-19 lower respiratory infections in China (1990-2021): a global burden of disease study analysis.,"Li M, Song Z, Wan W, Zhou H",2025,"BACKGROUND: The assessment of lower respiratory infection (LRI) mortality, incidence, and responsible pathogens in China provides a scientific basis for the prevention and management of LRI, especially for evaluating the impact of coronavirus disease 2019 (COVID-19). We provide a national estimate of the non-COVID-19 LRI burden and trends on people from 1990 to 2021 based on Global Burden of Disease (GBD) study 2021.
METHODS: We estimated China's mortality, incidence, disability-adjusted life years (DALYs), risk factors and aetiology attribution for LRI without including COVID-19 by using the estimated data of GBD study 2021. Mortality, incidence, DALYs, risk factors and aetiology were stratified by sex and age. Trends were evaluated using estimated annual percentage change.
RESULTS: In 2021, it is estimated that there were 206930.22 deaths (95% uncertainty interval [UI]: 171260.88-251990.47), with all-age mortality rate of 14.54 deaths (95% UI: 12.04-17.71) per 100,000 population. Compared to 2019, the all-age mortality rate had a 3.60% increase. Analyzing risk factors from 1990 to 2021, we found that the percentage of DALYs attributed to tobacco increased from 7.44% (95% UI: 1.26-15.72%) to 22.14% (95% UI: 3.28-38.41%), and that attributable to ambient particulate matter pollution increased from 19.84% (95% UI: 8.79-30.20%) to 32.72% (95% UI: 22.78-41.77%). The leading cause of mortality from LRIs remains Streptococcus pneumoniae from 1990 to 2021. However, the proportions of viral infections decreased. Compared to 2019, the proportion of deaths in 2021 caused by Influenza decreased from 13.03 to 2.70%, and the proportion of deaths due to RSV decreased from 2.21 to 0.41%.
CONCLUSIONS: In China, substantial progress has been made in reducing LRI mortality, yet LRIs have remained a threat in China from 1990 to 2021. During the COVID-19 pandemic, the mortality attributable to Influenza and RSV declined. Effective vaccines and treatments targeted at the main pathogens of LRI are important.
CLINICAL TRIAL NUMBER: Not applicable.",116,2061,https://pubmed.ncbi.nlm.nih.gov/40176038/
COVID-19,40175997,The effect of prosocial modelling on medical students' professional identity in China: a PSM-DID analysis.,"Wang D, Wang D, Shi Z, Wu H",2025,"BACKGROUND: Although role models significantly impact medical students' professional identity, empirical evidence is relatively scarce, and our understanding of the mechanisms behind this influence is limited. Through the lens of prosocial modelling, we explored the effects of role models on medical students' professional identity and attempted to elucidate the underlying reasons.
METHODS: By leveraging the varying number of personnel dispatched by various provinces across China to combat the COVID-19 pandemic, we established indicators for different intensities of prosocial modelling. Using data from the two years before and after the COVID-19 pandemic, we conducted a quasi-experimental study. Employing the propensity score matching difference-in-differences method, we explored the effects of prosocial modelling on medical students' professional identity.
RESULTS: Prosocial modelling significantly enhanced medical students' professional identity (β = 0.087, p < 0.01), and the effect remained significant even after controlling for economic factors and the pandemic's severity (β = 0.067, p < 0.001). Notably, prosocial modelling more significantly impacted the professional identity of female students, those under economic pressure, those uncertain about becoming doctors during high school, and those ranked in the bottom 50% academically.
CONCLUSIONS: Prosocial modeling enhances medical students' professional identity, especially among females, economically disadvantaged students, those initially hesitant about a medical career, and lower-performing students. This highlights the need for role models in medical education to prioritize support for these disadvantaged groups to foster professional identities.",106,1732,https://pubmed.ncbi.nlm.nih.gov/40175997/
COVID-19,40175987,A pilot intervention to reduce burnout and enhance resilience through transcendental meditation among Georgetown University medical students.,"Jammes C, Heiman I, Amri H",2025,"BACKGROUND: Rates of burnout, depression, and anxiety among healthcare workers are at historically high levels and have remained high in the aftermath of the COVID-19 pandemic. As aspiring physicians, medical students are the future of the healthcare profession. The practice of Transcendental Meditation (TM) has been shown to reduce burnout and stress in diverse populations, including healthcare professionals. To date, no data have been published on the benefits of TM for medical students. Our objective was to assess the efficacy of TM practice in reducing burnout and increasing resilience among medical students at Georgetown University School of Medicine (GUSoM) over three months between October 2022 and May 2023.
METHODS: Forty-two GUSoM medical students qualified for and enrolled in the study. Thirty-nine students completed three months of TM training and practice, with the recommended regimen of meditating for 20 min twice a day. The students were assessed at baseline, one month, and three months using measures of burnout, depression, anxiety, insomnia, well-being, and resilience, of which burnout (emotional exhaustion) and resilience were the primary outcomes. Two-tailed paired-sample t-tests were used to determine the significance of changes in outcome measures over time.
RESULTS: In the three-month post-test, significant changes were found for both primary outcomes, emotional exhaustion (p = 0.001, Cohen's d effect size = -0.61) and resilience (p = 0.002, d = 0.53), as well as for anxiety (p < 0.001, d = -0.71), insomnia (p = 0.002, d = -0.53), depersonalization (p = 0.017, d = -0.40), depression (p = 0.006, d = -0.47), and mental wellbeing (p = 0.031, d = 0.36). TM practice compliance was high at 85%. Additionally, there were significant relationships between frequency of TM home practice and improvements in emotional exhaustion (p = 0.005), anxiety (p = 0.008), and insomnia (p < 0.001), and a marginally significant relationship with depression (p = 0.088).
CONCLUSIONS: These findings suggest that TM practice is an accessible, achievable, and effective intervention to decrease burnout and increase resilience for medical students. This study paves the way for future initiatives to evaluate a broad range of benefits of TM for medical students.",141,2289,https://pubmed.ncbi.nlm.nih.gov/40175987/
COVID-19,40175957,Factors influencing vaccine hesitancy toward non-covid vaccines in South Asia: a systematic review.,"Stuetzle SCW, Willis M, Barnowska EJ, Bonkass AK, Fastenau A",2025,"Declared as one of the ten most pressing threats to global health in 2019, the complexity around vaccine acceptance and hesitancy has once again gained great momentum following the COVID-19 pandemic. Lack of vaccine acceptance may endanger the mission of improving vaccine uptake globally to tackle pandemics, reduce morbidity and mortality of preventable diseases and to prevent antibiotic resistance worldwide. Countries of the global south, including South Asian Association for Regional Cooperation (SAARC) countries are especially affected by the dangers of low vaccination uptake and continue to show decreases in coverage in recent years. This paper examines factors contributing to vaccine hesitancy in south Asia and the extent to which they are context and disease specific, guided by a modified version of the WHO SAGE 5 C model by Razai et al. Three databases were searched for peer-reviewed articles by using a comprehensive search strategy. Results from 44 quantitative, qualitative and mixed-method studies were included in the systematic review and appraised for quality, thematically analyzed and mapped onto the 5 C model. findings from India, Pakistan, Bangladesh, Nepal and Afghanistan showed vaccine hesitancy to be context and vaccine-specific within different settings of the countries. The main factors contributing to vaccine hesitancy can be identified as narrow confidence in vaccines, miscommunication, and lack of knowledge embedded into overarching constraints and contexts. To tackle vaccine hesitancy in SAARC countries, interventions need to be co-created by communities and mutual trust needs to be ensured, for instance through increased equity in knowledge distribution.",99,1706,https://pubmed.ncbi.nlm.nih.gov/40175957/
COVID-19,40175915,Lingering symptoms in non-hospitalized patients with COVID-19 - a prospective survey study of symptom expression and effects on mental health in Germany.,"Rohde J, Bundschuh R, Kaußner Y, Simmenroth A",2025,"BACKGROUND: The infection rates with SARS-CoV 2 virus, known since 2019, are currently significantly weakened in their dynamics. Nevertheless, COVID 19 is still a common disease, which in most cases is overcome quite well and can be treated by the general practitioner. Despite an initially uncomplicated disease progression, the long-term consequences can be considerable. Symptoms persisting over a period of more than 12 weeks after infection are summarized as Post-COVID (PC) syndrome. The aim of this study is to document the symptom expression in PC patients in the outpatient setting, with a major focus on limitations in daily life and consequences for mental health.
METHODS: This survey is part of a prospective European collaborative study with the German cohort having been slightly extended and evaluated separately. Data collection was performed by telephone interviews of adult SARS CoV 2 positive patients using standardized questionnaires (38 open and 6 closed questions). After an inclusion interview, follow-up interviews were conducted every 4 weeks over a period of 6 months. Participants were recruited in collaboration with the local health department (Wuerzburg, Germany).
RESULTS: Sixty participants were recruited in April and May 2021. After 12 weeks (PC cutoff), 48.3% still reported symptoms related to SARS-CoV-2 infection. The most commonly reported symptoms were fatigue/tiredness (33.3%), reduced concentration (26.7%), and shortness of breath (23.3%). One-quarter of respondents reported impaired functioning, with the most common daily limitations being sports (28.3%), work (25.0%), and social life (15.0%). At 6 months, 21.6% of respondents experienced anxiety and 11.6% reported depressive symptoms. Overall, 40.0% of respondents were concerned that their health would deteriorate again or not fully normalize because of COVID-19. Over two-thirds (70.0%) visited a physician during the course of the study because of COVID-19, 73.8% of whom visited their general practitioner.
CONCLUSION: PC in outpatient care appears to be a complex and multifaceted condition that not only presents with physical symptoms, but also has a significant impact on mental health and daily life. Although the complexity of the condition is not yet fully understood, our findings suggest that it presents long-term challenges, particularly in outpatient care. Further research, particularly in larger and more diverse cohorts, is needed to confirm these observations. Routine screening for psychosocial comorbidities could be a valuable approach to identify supportive interventions that may help to reduce the risk of chronification and/or somatization.",153,2671,https://pubmed.ncbi.nlm.nih.gov/40175915/
COVID-19,40175899,Trends in CT pulmonary angiography utilization and recurrent imaging in sickle cell disease: a longitudinal study.,"Hassan A, Alomani N, Kalalah M, Mujbel N, Khamdan Z, Alobaydun M, AlAlmai M, Alazmi Z, Musihel A, Qabha H, Adnan J",2025,"BACKGROUND: Sickle cell disease (SCD) is a common inherited hemoglobinopathy associated with vaso-occlusive events that can mimic pulmonary embolism (PE), leading to the frequent use of computed tomography pulmonary angiography (CTPA). However, trends in CTPA utilization over time remain unclear. This study aims to evaluate temporal trends and recurrent imaging patterns.
METHODS: A retrospective cohort study was conducted at Salmaniya Medical Complex, Bahrain, including SCD patients who underwent CTPA for suspected PE between April 15, 2013, and April 15, 2024. Descriptive statistics were used to report the frequency of recurrent scans, whereas linear regression analysis was employed to assess trends in CTPA utilization over the study period.
RESULTS: The study included 1,084 patients (median age: 35 years, 55.7% male) with SCD who underwent a total of 1,934 CTPA scans. CTPA utilization remained stable from 2014 to 2020, averaging 10.0-13.6 scans per month. However, a significant surge was observed post-2020, coinciding with the COVID-19 pandemic, peaking in 2023, with an average of 31.3 scans per month, indicating a 2.9-fold increase (p = 0.03). During the study period, 415 patients (38.3%) underwent recurrent CTPA scans, with one-third (32.5%, n = 276) of these scans occurring within a 6-month interval. Although the PE positivity rate was lower in recurrent scans than in initial scans, the difference was not statistically significant (8.8% vs. 10.5%; p = 0.22).
CONCLUSIONS: CTPA utilization among SCD patients remained stable for several years but increased significantly after 2020, coinciding with the COVID-19 pandemic. A substantial proportion of scans were recurrent, with many occurring within a short interval. Moving forward, efforts should focus on mitigating radiation exposure through low-dose protocols and investigating potential factors contributing to the recent increase in scan utilization.",114,1934,https://pubmed.ncbi.nlm.nih.gov/40175899/
COVID-19,40175846,Discovery and optimization of AAK1 inhibitors based on 1H-indazole scaffold for the potential treatment of SARS-CoV-2 infection.,"Hui Z, Deng H, Xu Y, Gao Y, Zhai C, Mao ND, Che H, Li Z, Zhang Y, Zhang H, Xie T, Ye XY",2025,"The process of various virus entry into host cells, including SARS-CoV-2, is mediated by clathrin-mediated endocytosis (CME). AP-2 plays a crucial role in this process by recognizing membrane receptors and binding with clathrin, facilitating the formation of clathrin-coated vesicles and promoting CME. AAK1 catalyzes the phosphorylation of AP2M1 subunit at Thr156. Therefore, suppressing AAK1 activity can hinder virus invasion by blocking CME. indicating that AAK1 could be a potential target for developing novel antiviral drugs against SARS-CoV-2. In this study, we present a series of novel AAK1 inhibitors based on previously reported AAK1 inhibitors. Drug design was carried out by fusing the 1H-indazole scaffold of SGC-AAK1-1 with pharmacophore groups of compound 6, and further optimized with the assistance of molecular docking. Among the 42 compounds novelly synthesized, compounds 9i, 9s, 11f and 11l exhibited comparable antiviral activity against SARS-CoV-2 infection compared to reference compound 6 at the concentration of 3 μM. Particularly, 11f showed almost no cytotoxicity at all tested concentrations. Additionally, 11f exhibited favorable predictive pharmacokinetic properties. These findings support the potential of 11f as a lead compound for developing antiviral drugs targeting SARS-CoV-2 infection, as well as potentially other viruses which are dependent on the CME process to enter host cells. In summary, we have expanded the structural types of AAK1 inhibitors and successfully obtained effective AAK1 inhibitors with antiviral capabilities.",128,1573,https://pubmed.ncbi.nlm.nih.gov/40175846/
